transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
11335,69,2476,05-07-2017,TRUE,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10,10-01-2011
11336,28,2501,08-12-2017,TRUE,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36",19-12-1995
11342,25,3326,04-03-2017,TRUE,Approved,OHM Cycles,Standard,high,medium,2005.66,"$1,203.40",20-07-1993
11344,58,1515,26-01-2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,912.52,$141.40,18-05-2012
11346,14,1645,11-03-2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1386.84,"$1,234.29",05-04-1996
11348,64,543,04-06-2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,1469.44,$596.55,24-10-1995
11350,58,1660,09-07-2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,912.52,$141.40,18-10-2015
11351,72,2258,12-07-2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,912.52,$141.40,18-10-2015
11353,93,1242,13-12-2017,TRUE,Approved,OHM Cycles,Standard,high,medium,1458.17,$874.90,04-12-1999
11354,38,1655,14-12-2017,TRUE,Approved,Solex,Standard,medium,medium,1577.53,$826.51,19-03-2008
11357,75,347,27-09-2017,TRUE,Approved,Giant Bicycles,Touring,medium,large,1873.97,$863.95,20-08-2010
11358,52,1946,31-01-2017,TRUE,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51,25-11-2001
11359,80,695,14-12-2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,1469.44,$596.55,18-05-2012
11361,85,2473,08-09-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,752.64,$205.36,25-08-1997
11363,9,959,27-04-2017,TRUE,Approved,OHM Cycles,Road,medium,medium,742.54,$667.40,07-12-2005
11364,3,1299,24-12-2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,16-09-2013
11366,91,1509,27-09-2017,TRUE,Approved,WeareA2B,Standard,low,medium,642.31,$513.85,10-07-1991
11367,0,1356,22-05-2017,TRUE,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73,07-02-2003
11372,85,2809,08-10-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,752.64,$205.36,02-08-2015
11373,55,3087,29-06-2017,TRUE,Approved,Trek Bicycles,Road,medium,large,1894.19,$598.76,21-07-2003
11374,98,54,25-02-2017,TRUE,Approved,Trek Bicycles,Standard,high,medium,358.39,$215.03,10-08-1994
11376,80,2421,04-12-2017,TRUE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84,02-08-2015
11379,56,1486,31-05-2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,04-10-1997
11380,7,311,11-09-2017,TRUE,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18",11-10-1992
11381,38,255,02-04-2017,TRUE,Approved,Solex,Standard,medium,medium,1577.53,$826.51,16-03-2011
11384,91,85,23-11-2017,TRUE,Approved,Solex,Standard,medium,medium,100.35,$75.26,26-07-1999
11385,48,2892,11-02-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1762.96,$950.52,16-02-2003
11388,78,565,24-08-2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48,25-07-2004
11390,0,2904,24-11-2017,TRUE,Approved,Solex,Standard,medium,medium,478.16,$298.72,21-05-2015
11395,77,438,09-11-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76,10-04-2012
11396,0,3128,18-07-2017,TRUE,Approved,Solex,Standard,medium,medium,71.49,$53.62,02-12-2012
11397,41,1211,17-04-2017,TRUE,Approved,Solex,Road,medium,medium,416.98,$312.74,09-05-2011
11400,5,274,27-03-2017,TRUE,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71,16-04-2011
11401,50,2734,05-11-2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,642.7,$211.37,22-03-2002
11402,53,3021,24-06-2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58,09-02-1997
11407,14,2077,12-04-2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1386.84,"$1,234.29",07-12-2005
11408,26,1627,06-11-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1992.93,$762.63,26-05-1993
11413,0,1640,29-10-2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54,22-03-2002
11414,29,2693,11-10-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1065.03,$230.09,03-11-2000
11416,81,2246,15-03-2017,TRUE,Approved,Norco Bicycles,Standard,medium,small,586.45,$521.94,16-12-1998
11417,79,2961,15-08-2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01,04-08-2007
11418,20,1318,04-12-2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",07-05-2011
11419,27,1555,11-01-2017,TRUE,Approved,Trek Bicycles,Standard,low,medium,1057.51,$154.40,12-07-1994
11425,56,3442,20-05-2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,04-10-1997
11427,68,3336,14-04-2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71,02-10-1992
11433,95,2670,02-11-2017,TRUE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84,25-01-1997
11434,40,2825,09-09-2017,TRUE,Approved,OHM Cycles,Standard,high,medium,1458.17,$874.90,12-04-1993
11437,21,3435,03-01-2017,TRUE,Approved,Solex,Standard,medium,large,1071.23,$380.74,05-04-1996
11438,28,2081,19-12-2017,TRUE,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36",05-08-1991
11439,0,179,20-11-2017,TRUE,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72,23-06-1999
11440,42,903,11-05-2017,TRUE,Approved,OHM Cycles,Road,medium,small,1810,"$1,610.90",19-03-2008
11449,19,2095,10-08-2017,TRUE,Approved,OHM Cycles,Road,high,large,12.01,$7.21,08-03-2009
11451,20,2686,16-10-2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",05-05-2010
11456,69,3339,22-11-2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,02-10-1992
11457,59,3422,12-03-2017,TRUE,Approved,Solex,Standard,medium,large,1061.56,$733.58,20-07-1993
11460,21,638,23-01-2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,03-03-2014
11462,88,2007,08-08-2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,$381.10,09-06-2013
11464,5,2110,27-08-2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48,09-08-2005
11465,3,3032,30-06-2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,17-12-1998
11469,78,3385,05-09-2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48,25-07-2004
11470,42,2452,21-12-2017,TRUE,Approved,OHM Cycles,Road,medium,small,1810,"$1,610.90",04-06-2012
11471,33,3221,24-06-2017,TRUE,Approved,OHM Cycles,Road,medium,small,1810,"$1,610.90",04-06-2012
11472,29,1068,05-06-2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54,20-07-1999
11473,22,1974,16-04-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26,02-10-1993
11476,0,3011,28-06-2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,07-08-2004
11480,6,768,13-12-2017,TRUE,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73,07-02-2003
11481,89,432,02-01-2017,TRUE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74,09-06-2013
11483,49,2411,31-01-2017,TRUE,Approved,Solex,Standard,medium,large,1061.56,$733.58,20-07-1993
11485,32,711,15-08-2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,642.7,$211.37,22-03-2002
11486,26,1218,27-04-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1992.93,$762.63,05-08-1991
11487,60,1918,26-06-2017,TRUE,Approved,Giant Bicycles,Standard,high,small,1977.36,"$1,759.85",24-08-2011
11489,88,2706,29-08-2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,$381.10,16-12-1998
11493,34,2265,08-04-2017,TRUE,Approved,Norco Bicycles,Road,high,large,774.53,$464.72,19-12-1995
11494,7,954,05-06-2017,TRUE,Approved,Trek Bicycles,Road,low,medium,980.37,$234.43,28-09-2004
11498,40,2120,23-01-2017,TRUE,Approved,OHM Cycles,Standard,high,medium,1458.17,$874.90,02-02-2006
11499,55,1317,18-10-2017,TRUE,Approved,Trek Bicycles,Road,medium,large,1894.19,$598.76,05-08-2003
11500,21,3387,04-05-2017,TRUE,Approved,Solex,Standard,medium,large,1071.23,$380.74,20-07-1999
11505,41,748,14-10-2017,TRUE,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90,07-12-2005
11507,63,213,20-09-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1992.93,$762.63,26-05-1993
11509,80,1099,11-09-2017,TRUE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84,16-12-1998
11510,12,1065,12-10-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60,17-08-2004
11511,0,448,19-03-2017,TRUE,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43,11-04-2015
11512,4,3373,25-05-2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48,09-08-2005
11513,36,1154,17-08-2017,TRUE,Approved,Solex,Standard,low,medium,945.04,$507.58,19-03-2008
11514,92,2488,23-07-2017,TRUE,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36",10-09-2003
11516,65,2752,01-02-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69,31-08-2002
11522,22,76,29-12-2017,TRUE,Approved,Solex,Standard,medium,medium,575.27,$431.45,05-04-1996
11525,99,618,25-02-2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,1227.34,$770.89,06-05-1991
11534,53,2111,19-09-2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58,21-07-2003
11538,27,444,10-06-2017,TRUE,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72,12-07-1994
11543,59,798,09-01-2017,TRUE,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36",05-01-2003
11544,50,2640,20-06-2017,TRUE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,16-02-2003
11546,55,441,29-10-2017,TRUE,Approved,Trek Bicycles,Road,medium,large,1894.19,$598.76,21-07-2003
11551,16,2980,15-12-2017,TRUE,Approved,Norco Bicycles,Standard,high,small,1661.92,"$1,479.11",09-09-1994
11553,52,3176,12-08-2017,TRUE,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51,25-11-2001
11558,97,1027,13-11-2017,TRUE,Approved,Solex,Standard,medium,large,202.62,$151.96,29-03-2016
11559,32,2323,06-04-2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1179,$707.40,25-08-1997
11560,59,909,24-06-2017,TRUE,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36",09-06-2013
11564,36,2929,29-12-2017,TRUE,Approved,Solex,Standard,low,medium,945.04,$507.58,19-12-1995
11565,0,2751,26-09-2017,TRUE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,16-02-2003
11567,4,2776,20-03-2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48,09-08-2005
11568,1,841,02-08-2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,05-01-2003
11572,68,1267,25-03-2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71,31-08-2002
11573,82,3387,09-10-2017,TRUE,Approved,Norco Bicycles,Standard,high,medium,1148.64,$689.18,06-12-2016
11574,24,802,11-05-2017,TRUE,Approved,Solex,Road,medium,large,1777.8,$820.78,07-05-2011
11579,3,2213,07-04-2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,16-04-2011
11580,29,2933,10-02-2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54,22-11-2016
11581,60,1598,13-07-2017,TRUE,Approved,Giant Bicycles,Standard,high,small,1977.36,"$1,759.85",24-08-2011
11584,50,3065,28-01-2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,642.7,$211.37,18-03-2003
11585,27,3436,08-12-2017,TRUE,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72,18-03-2003
11586,10,3111,21-07-2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,04-08-2007
11587,100,64,21-01-2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1386.84,"$1,234.29",05-08-2003
11588,64,1490,17-10-2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,1469.44,$596.55,20-08-2010
11589,49,534,15-05-2017,TRUE,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,04-06-2012
11592,41,944,17-06-2017,TRUE,Approved,Solex,Road,medium,medium,416.98,$312.74,10-05-1997
11597,56,2140,14-06-2017,TRUE,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88,02-10-1993
11599,11,1396,16-04-2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,04-08-2007
11600,79,348,27-08-2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01,10-08-2015
11602,82,2282,10-05-2017,TRUE,Approved,Norco Bicycles,Standard,high,medium,1148.64,$689.18,18-12-2004
11604,96,616,25-03-2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1635.3,$993.66,09-06-2013
11605,4,987,16-05-2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48,07-02-2003
11608,14,464,15-07-2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1386.84,"$1,234.29",15-07-1993
11609,0,3023,17-08-2017,TRUE,Approved,Solex,Standard,medium,medium,71.49,$53.62,02-12-2012
11610,86,2774,07-10-2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,07-08-2004
11612,42,549,10-02-2017,TRUE,Approved,OHM Cycles,Road,medium,small,1810,"$1,610.90",02-08-2015
11614,21,2763,16-05-2017,TRUE,Approved,Solex,Standard,medium,large,1071.23,$380.74,22-11-2016
11615,67,1057,09-09-2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84,22-10-2005
11617,38,1808,15-10-2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,24-08-2011
11619,48,1933,19-11-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1762.96,$950.52,28-07-2014
11621,61,1895,13-10-2017,TRUE,Approved,OHM Cycles,Standard,low,medium,71.16,$56.93,17-06-2015
11622,97,926,28-11-2017,TRUE,Approved,Solex,Standard,medium,large,202.62,$151.96,29-03-2016
11626,67,669,13-12-2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84,22-10-2005
11627,33,1858,15-07-2017,TRUE,Approved,OHM Cycles,Road,medium,small,1810,"$1,610.90",01-10-2006
11628,39,866,02-06-2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48,19-03-2008
11630,100,996,28-10-2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,1036.59,$206.35,10-10-2014
11635,18,2505,04-02-2017,TRUE,Approved,Norco Bicycles,Standard,high,medium,1148.64,$689.18,10-08-2015
11637,55,1089,01-08-2017,TRUE,Approved,Trek Bicycles,Road,medium,large,1894.19,$598.76,21-07-2003
11638,56,637,26-05-2017,TRUE,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88,02-10-1993
11639,29,918,14-12-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1065.03,$230.09,03-11-2000
11641,70,199,02-09-2017,TRUE,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43,31-08-2002
11642,49,2472,29-03-2017,TRUE,Approved,Solex,Standard,medium,large,1061.56,$733.58,20-07-1993
11645,36,2733,25-09-2017,TRUE,Approved,Solex,Standard,low,medium,945.04,$507.58,04-08-2007
11647,21,2772,30-11-2017,TRUE,Approved,Solex,Standard,medium,large,1071.23,$380.74,04-02-2016
11649,80,1232,11-10-2017,TRUE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84,25-01-1997
11652,22,31,15-07-2017,TRUE,Approved,Solex,Standard,medium,medium,575.27,$431.45,04-02-2016
11656,94,1985,31-08-2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1635.3,$993.66,09-06-2013
11659,28,2778,17-04-2017,TRUE,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36",05-08-1991
11661,2,328,14-02-2017,TRUE,Approved,Solex,Standard,medium,medium,71.49,$53.62,02-12-2012
11665,4,159,14-03-2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48,09-08-2005
11666,17,1723,13-12-2017,TRUE,Approved,Solex,Standard,high,medium,1024.66,$614.80,07-05-2011
11670,0,971,12-11-2017,TRUE,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72,23-06-1999
11672,85,1093,15-02-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,752.64,$205.36,02-08-2015
11673,73,866,23-09-2017,TRUE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,10-01-2011
11677,40,2656,16-05-2017,TRUE,Approved,OHM Cycles,Standard,high,medium,1458.17,$874.90,11-12-2007
11678,46,694,18-07-2017,TRUE,Approved,Solex,Standard,low,medium,1289.85,$74.51,09-08-2005
11680,3,2936,26-06-2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,09-08-2005
11681,51,1385,18-06-2017,TRUE,Approved,OHM Cycles,Standard,high,medium,2005.66,"$1,203.40",10-04-2012
11683,29,1329,28-11-2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54,22-11-2016
11685,85,2736,04-11-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,752.64,$205.36,20-04-1993
11686,32,625,14-01-2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1179,$707.40,16-12-1998
11688,75,1157,06-05-2017,TRUE,Approved,Giant Bicycles,Touring,medium,large,1873.97,$863.95,22-05-2006
11689,55,1400,13-08-2017,TRUE,Approved,Trek Bicycles,Road,medium,large,1894.19,$598.76,23-06-1993
11690,97,2298,22-06-2017,TRUE,Approved,Solex,Standard,medium,large,202.62,$151.96,29-03-2016
11694,26,2655,11-03-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1992.93,$762.63,26-05-1993
11696,9,2857,08-09-2017,TRUE,Approved,OHM Cycles,Road,medium,medium,742.54,$667.40,07-11-1991
11697,38,3452,10-04-2017,TRUE,Approved,Solex,Standard,medium,medium,1577.53,$826.51,25-11-2001
11699,46,1763,24-04-2017,TRUE,Approved,Solex,Standard,low,medium,1289.85,$74.51,16-02-2003
11700,67,813,23-04-2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84,22-10-2005
11701,93,1453,30-12-2017,TRUE,Approved,OHM Cycles,Standard,high,medium,1458.17,$874.90,02-02-2006
11703,97,1610,16-06-2017,TRUE,Approved,OHM Cycles,Road,medium,medium,742.54,$667.40,07-12-2005
11704,4,109,19-01-2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48,29-08-2011
11705,93,3112,28-08-2017,TRUE,Approved,OHM Cycles,Standard,high,medium,1458.17,$874.90,04-12-1999
11707,17,1367,31-01-2017,TRUE,Approved,Solex,Standard,high,medium,1024.66,$614.80,09-11-1996
11708,12,213,11-01-2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48,09-09-2003
11710,53,46,15-03-2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58,12-04-2009
11712,27,757,27-08-2017,TRUE,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72,23-06-1999
11713,55,2103,21-06-2017,TRUE,Approved,Trek Bicycles,Road,medium,large,1894.19,$598.76,21-07-2003
11715,99,3404,14-10-2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,1227.34,$770.89,10-08-1994
11716,94,2261,18-08-2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1635.3,$993.66,09-06-2013
11718,63,2826,21-09-2017,TRUE,Approved,Solex,Standard,medium,medium,1483.2,$99.59,17-12-1998
11721,70,3368,20-01-2017,TRUE,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43,11-04-2015
11723,7,2574,23-07-2017,TRUE,Approved,Trek Bicycles,Road,low,medium,980.37,$234.43,28-09-2004
11724,53,2355,27-02-2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58,24-08-2011
11727,69,1215,05-04-2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,02-10-1992
11729,54,1548,23-11-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1292.84,$13.44,04-10-1997
11731,89,917,14-02-2017,TRUE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74,20-04-1993
11733,3,1438,24-04-2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,07-11-1991
11736,26,2872,20-07-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1992.93,$762.63,22-11-2016
11738,37,1668,24-06-2017,TRUE,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82,20-07-1999
11739,0,2805,27-12-2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84,22-10-2005
11743,53,1158,21-09-2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58,12-04-2009
11745,62,120,23-08-2017,TRUE,Approved,Solex,Standard,high,medium,1024.66,$614.80,05-04-1996
11746,31,421,04-11-2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,12-07-1994
11747,89,2455,07-05-2017,TRUE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74,20-04-1993
11750,72,2804,28-10-2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,09-09-2003
11756,38,1646,05-08-2017,TRUE,Approved,Solex,Standard,medium,medium,1577.53,$826.51,07-06-2010
11761,70,3197,05-11-2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,1036.59,$206.35,06-05-1991
11762,80,590,30-03-2017,TRUE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84,16-09-2013
11763,23,1751,16-11-2017,TRUE,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88,02-10-1993
11765,6,25,08-03-2017,TRUE,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73,28-09-2004
11767,93,3476,10-11-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1065.03,$230.09,03-11-2000
11768,63,152,25-07-2017,TRUE,Approved,Solex,Standard,medium,medium,1483.2,$99.59,17-12-1998
11769,42,1771,21-11-2017,TRUE,Approved,OHM Cycles,Road,medium,small,1810,"$1,610.90",11-12-2007
11770,30,2504,28-09-2017,TRUE,Approved,Solex,Standard,high,medium,748.17,$448.90,10-11-1991
11771,74,261,21-08-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1228.07,$400.91,22-05-2000
11772,70,1690,05-02-2017,TRUE,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43,25-07-2004
11774,41,3433,30-01-2017,TRUE,Approved,Solex,Road,medium,medium,416.98,$312.74,10-05-1997
11775,64,640,27-07-2017,TRUE,Approved,Giant Bicycles,Standard,high,small,1977.36,"$1,759.85",20-08-2010
11776,16,961,04-02-2017,TRUE,Approved,Norco Bicycles,Standard,high,small,1661.92,"$1,479.11",11-10-1992
11779,58,1100,01-02-2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,912.52,$141.40,18-10-2015
11781,3,1876,09-05-2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,10-04-2012
11782,35,2882,11-03-2017,TRUE,Approved,Trek Bicycles,Standard,low,medium,1057.51,$154.40,12-07-1994
11783,72,1951,03-02-2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,06-12-2016
11784,55,3,21-04-2017,TRUE,Approved,Trek Bicycles,Road,medium,large,1894.19,$598.76,03-03-2014
11785,84,3319,21-05-2017,TRUE,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14,25-08-1997
11787,79,3043,07-02-2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01,25-01-1997
11788,33,15,07-06-2017,TRUE,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18",11-10-1992
11793,86,1234,25-04-2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,07-08-2004
11796,69,1665,29-03-2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,02-10-1992
11797,66,1129,10-09-2017,TRUE,Approved,Giant Bicycles,Road,low,small,590.26,$525.33,05-11-2010
11801,30,1125,23-07-2017,TRUE,Approved,Solex,Standard,high,medium,748.17,$448.90,10-11-1991
11802,52,185,16-08-2017,TRUE,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51,21-07-2003
11803,0,1691,20-01-2017,TRUE,Approved,Solex,Standard,medium,medium,100.35,$75.26,10-10-2002
11804,48,201,04-01-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1762.96,$950.52,04-06-2012
11805,3,3443,14-05-2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,07-11-1991
11814,66,978,08-03-2017,TRUE,Approved,Solex,Standard,medium,medium,1163.89,$589.27,09-07-2016
11815,38,1702,15-11-2017,TRUE,Approved,Solex,Standard,medium,medium,1577.53,$826.51,16-03-2011
11818,15,3445,02-09-2017,TRUE,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90,08-03-2009
11821,1,3372,29-06-2017,TRUE,Approved,Giant Bicycles,Touring,medium,large,1873.97,$863.95,22-05-2006
11822,28,991,28-06-2017,TRUE,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36",22-03-2002
11826,1,878,21-07-2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,02-12-2012
11827,67,3208,21-09-2017,TRUE,Approved,Solex,Standard,medium,large,1071.23,$380.74,05-04-1996
11831,54,842,13-05-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69,21-05-2015
11833,64,1815,18-06-2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,1469.44,$596.55,02-10-1992
11835,99,504,22-05-2017,TRUE,Approved,Trek Bicycles,Road,low,small,1720.7,"$1,531.42",09-02-1997
11837,84,2646,02-09-2017,TRUE,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14,20-04-1993
11839,9,13,02-08-2017,TRUE,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36",12-07-1994
11840,95,2685,16-11-2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43,10-09-2003
11844,38,771,20-07-2017,TRUE,Approved,Solex,Standard,medium,medium,1577.53,$826.51,19-03-2008
11846,51,1557,14-09-2017,TRUE,Approved,OHM Cycles,Standard,high,medium,2005.66,"$1,203.40",10-04-2012
11847,23,2834,25-10-2017,TRUE,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88,02-10-1993
11849,54,549,20-11-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1292.84,$13.44,25-08-1997
